REGION,FUEL,YEAR,VALUE
NAmerica,ELCUSANE01,2032,1.15
NAmerica,ELCUSANE01,2033,1.15
NAmerica,ELCUSANE01,2034,1.15
NAmerica,ELCUSANE01,2035,1.15
NAmerica,ELCUSANE01,2036,1.15
NAmerica,ELCUSANE01,2037,1.15
NAmerica,ELCUSANE01,2038,1.15
NAmerica,ELCUSANE01,2039,1.15
NAmerica,ELCUSANE01,2040,1.15
NAmerica,ELCUSANE01,2041,1.15
NAmerica,ELCUSANE01,2042,1.15
NAmerica,ELCUSANE01,2043,1.15
NAmerica,ELCUSANE01,2044,1.15
NAmerica,ELCUSANE01,2045,1.15
NAmerica,ELCUSANE01,2046,1.15
NAmerica,ELCUSANE01,2047,1.15
NAmerica,ELCUSANE01,2048,1.15
NAmerica,ELCUSANE01,2049,1.15
NAmerica,ELCUSANE01,2050,1.15
NAmerica,ELCUSAAL01,2019,1.15
NAmerica,ELCUSAAL01,2020,1.15
NAmerica,ELCUSAAL01,2021,1.15
NAmerica,ELCUSAAL01,2022,1.15
NAmerica,ELCUSAAL01,2023,1.15
NAmerica,ELCUSAAL01,2024,1.15
NAmerica,ELCUSAAL01,2025,1.15
NAmerica,ELCUSAAL01,2026,1.15
NAmerica,ELCUSAAL01,2027,1.15
NAmerica,ELCUSAAL01,2028,1.15
NAmerica,ELCUSAAL01,2029,1.15
NAmerica,ELCUSAAL01,2030,1.15
NAmerica,ELCUSAAL01,2031,1.15
NAmerica,ELCUSAAL01,2032,1.15
NAmerica,ELCUSAAL01,2033,1.15
NAmerica,ELCUSAAL01,2034,1.15
NAmerica,ELCUSAAL01,2035,1.15
NAmerica,ELCUSAAL01,2036,1.15
NAmerica,ELCUSAAL01,2037,1.15
NAmerica,ELCUSAAL01,2038,1.15
NAmerica,ELCUSAAL01,2039,1.15
NAmerica,ELCUSAAL01,2040,1.15
NAmerica,ELCUSAAL01,2041,1.15
NAmerica,ELCUSAAL01,2042,1.15
NAmerica,ELCUSAAL01,2043,1.15
NAmerica,ELCUSAAL01,2044,1.15
NAmerica,ELCUSAAL01,2045,1.15
NAmerica,ELCUSAAL01,2046,1.15
NAmerica,ELCUSAAL01,2047,1.15
NAmerica,ELCUSAAL01,2048,1.15
NAmerica,ELCUSAAL01,2049,1.15
NAmerica,ELCUSAAL01,2050,1.15
NAmerica,ELCUSACA01,2019,1.15
NAmerica,ELCUSACA01,2020,1.15
NAmerica,ELCUSACA01,2021,1.15
NAmerica,ELCUSACA01,2022,1.15
NAmerica,ELCUSACA01,2023,1.15
NAmerica,ELCUSACA01,2024,1.15
NAmerica,ELCUSACA01,2025,1.15
NAmerica,ELCUSACA01,2026,1.15
NAmerica,ELCUSACA01,2027,1.15
NAmerica,ELCUSACA01,2028,1.15
NAmerica,ELCUSACA01,2029,1.15
NAmerica,ELCUSACA01,2030,1.15
NAmerica,ELCUSACA01,2031,1.15
NAmerica,ELCUSACA01,2032,1.15
NAmerica,ELCUSACA01,2033,1.15
NAmerica,ELCUSACA01,2034,1.15
NAmerica,ELCUSACA01,2035,1.15
NAmerica,ELCUSACA01,2036,1.15
NAmerica,ELCUSACA01,2037,1.15
NAmerica,ELCUSACA01,2038,1.15
NAmerica,ELCUSACA01,2039,1.15
NAmerica,ELCUSACA01,2040,1.15
NAmerica,ELCUSACA01,2041,1.15
NAmerica,ELCUSACA01,2042,1.15
NAmerica,ELCUSACA01,2043,1.15
NAmerica,ELCUSACA01,2044,1.15
NAmerica,ELCUSACA01,2045,1.15
NAmerica,ELCUSACA01,2046,1.15
NAmerica,ELCUSACA01,2047,1.15
NAmerica,ELCUSACA01,2048,1.15
NAmerica,ELCUSACA01,2049,1.15
NAmerica,ELCUSACA01,2050,1.15
NAmerica,ELCUSATX01,2019,1.15
NAmerica,ELCUSATX01,2020,1.15
NAmerica,ELCUSATX01,2021,1.15
NAmerica,ELCUSATX01,2022,1.15
NAmerica,ELCUSATX01,2023,1.15
NAmerica,ELCUSATX01,2024,1.15
NAmerica,ELCUSATX01,2025,1.15
NAmerica,ELCUSATX01,2026,1.15
NAmerica,ELCUSATX01,2027,1.15
NAmerica,ELCUSATX01,2028,1.15
NAmerica,ELCUSATX01,2029,1.15
NAmerica,ELCUSATX01,2030,1.15
NAmerica,ELCUSATX01,2031,1.15
NAmerica,ELCUSATX01,2032,1.15
NAmerica,ELCUSATX01,2033,1.15
NAmerica,ELCUSATX01,2034,1.15
NAmerica,ELCUSATX01,2035,1.15
NAmerica,ELCUSATX01,2036,1.15
NAmerica,ELCUSATX01,2037,1.15
NAmerica,ELCUSATX01,2038,1.15
NAmerica,ELCUSATX01,2039,1.15
NAmerica,ELCUSATX01,2040,1.15
NAmerica,ELCUSATX01,2041,1.15
NAmerica,ELCUSATX01,2042,1.15
NAmerica,ELCUSATX01,2043,1.15
NAmerica,ELCUSATX01,2044,1.15
NAmerica,ELCUSATX01,2045,1.15
NAmerica,ELCUSATX01,2046,1.15
NAmerica,ELCUSATX01,2047,1.15
NAmerica,ELCUSATX01,2048,1.15
NAmerica,ELCUSATX01,2049,1.15
NAmerica,ELCUSATX01,2050,1.15
NAmerica,ELCUSANW01,2019,1.15
NAmerica,ELCUSANW01,2020,1.15
NAmerica,ELCUSANW01,2021,1.15
NAmerica,ELCUSANW01,2022,1.15
NAmerica,ELCUSANW01,2023,1.15
NAmerica,ELCUSANW01,2024,1.15
NAmerica,ELCUSANW01,2025,1.15
NAmerica,ELCUSANW01,2026,1.15
NAmerica,ELCUSANW01,2027,1.15
NAmerica,ELCUSANW01,2028,1.15
NAmerica,ELCUSANW01,2029,1.15
NAmerica,ELCUSANW01,2030,1.15
NAmerica,ELCUSANW01,2031,1.15
NAmerica,ELCUSANW01,2032,1.15
NAmerica,ELCUSANW01,2033,1.15
NAmerica,ELCUSANW01,2034,1.15
NAmerica,ELCUSANW01,2035,1.15
NAmerica,ELCUSANW01,2036,1.15
NAmerica,ELCUSANW01,2037,1.15
NAmerica,ELCUSANW01,2038,1.15
NAmerica,ELCUSANW01,2039,1.15
NAmerica,ELCUSANW01,2040,1.15
NAmerica,ELCUSANW01,2041,1.15
NAmerica,ELCUSANW01,2042,1.15
NAmerica,ELCUSANW01,2043,1.15
NAmerica,ELCUSANW01,2044,1.15
NAmerica,ELCUSANW01,2045,1.15
NAmerica,ELCUSANW01,2046,1.15
NAmerica,ELCUSANW01,2047,1.15
NAmerica,ELCUSANW01,2048,1.15
NAmerica,ELCUSANW01,2049,1.15
NAmerica,ELCUSANW01,2050,1.15
