REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
NAmerica,PWRBIOUSACA01,1,2025.0,6.069
NAmerica,PWRBIOUSACA01,1,2026.0,6.069
NAmerica,PWRBIOUSACA01,1,2027.0,6.069
NAmerica,PWRBIOUSACA01,1,2028.0,6.069
NAmerica,PWRBIOUSACA01,1,2029.0,6.069
NAmerica,PWRBIOUSACA01,1,2030.0,6.069
NAmerica,PWRBIOUSACA01,1,2031.0,6.069
NAmerica,PWRBIOUSACA01,1,2032.0,6.069
NAmerica,PWRBIOUSACA01,1,2033.0,6.069
NAmerica,PWRBIOUSACA01,1,2034.0,6.069
NAmerica,PWRBIOUSACA01,1,2035.0,6.069
NAmerica,PWRBIOUSACA01,1,2036.0,6.069
NAmerica,PWRBIOUSACA01,1,2037.0,6.069
NAmerica,PWRBIOUSACA01,1,2038.0,6.069
NAmerica,PWRBIOUSACA01,1,2039.0,6.069
NAmerica,PWRBIOUSACA01,1,2040.0,6.069
NAmerica,PWRBIOUSACA01,1,2041.0,6.069
NAmerica,PWRBIOUSACA01,1,2042.0,6.069
NAmerica,PWRBIOUSACA01,1,2043.0,6.069
NAmerica,PWRBIOUSACA01,1,2044.0,6.069
NAmerica,PWRBIOUSACA01,1,2045.0,6.069
NAmerica,PWRBIOUSACA01,1,2046.0,6.069
NAmerica,PWRBIOUSACA01,1,2047.0,6.069
NAmerica,PWRBIOUSACA01,1,2048.0,6.069
NAmerica,PWRBIOUSACA01,1,2049.0,6.069
NAmerica,PWRBIOUSACA01,1,2050.0,6.069
NAmerica,PWRBIOUSAMN01,1,2019.0,4.659
NAmerica,PWRBIOUSAMN01,1,2020.0,4.659
NAmerica,PWRBIOUSAMN01,1,2021.0,4.659
NAmerica,PWRBIOUSAMN01,1,2022.0,4.659
NAmerica,PWRBIOUSAMN01,1,2023.0,4.659
NAmerica,PWRBIOUSAMN01,1,2024.0,4.659
NAmerica,PWRBIOUSAMN01,1,2025.0,4.659
NAmerica,PWRBIOUSAMN01,1,2026.0,4.659
NAmerica,PWRBIOUSAMN01,1,2027.0,4.659
NAmerica,PWRBIOUSAMN01,1,2028.0,4.659
NAmerica,PWRBIOUSAMN01,1,2029.0,4.659
NAmerica,PWRBIOUSAMN01,1,2030.0,4.659
NAmerica,PWRBIOUSAMN01,1,2031.0,4.659
NAmerica,PWRBIOUSAMN01,1,2032.0,4.659
NAmerica,PWRBIOUSAMN01,1,2033.0,4.659
NAmerica,PWRBIOUSAMN01,1,2034.0,4.659
NAmerica,PWRBIOUSAMN01,1,2035.0,4.659
NAmerica,PWRBIOUSAMN01,1,2036.0,4.659
NAmerica,PWRBIOUSAMN01,1,2037.0,4.659
NAmerica,PWRBIOUSAMN01,1,2038.0,4.659
NAmerica,PWRBIOUSAMN01,1,2039.0,4.659
NAmerica,PWRBIOUSAMN01,1,2040.0,4.659
NAmerica,PWRBIOUSAMN01,1,2041.0,4.659
NAmerica,PWRBIOUSAMN01,1,2042.0,4.659
NAmerica,PWRBIOUSAMN01,1,2043.0,4.659
NAmerica,PWRBIOUSAMN01,1,2044.0,4.659
NAmerica,PWRBIOUSAMN01,1,2045.0,4.659
NAmerica,PWRBIOUSAMN01,1,2046.0,4.659
NAmerica,PWRBIOUSAMN01,1,2047.0,4.659
NAmerica,PWRBIOUSAMN01,1,2048.0,4.659
NAmerica,PWRBIOUSAMN01,1,2049.0,4.659
NAmerica,PWRBIOUSAMN01,1,2050.0,4.659
NAmerica,PWRBIOUSASW01,1,2019.0,4.757
NAmerica,PWRBIOUSASW01,1,2020.0,4.757
NAmerica,PWRBIOUSASW01,1,2021.0,4.757
NAmerica,PWRBIOUSASW01,1,2022.0,4.757
NAmerica,PWRBIOUSASW01,1,2023.0,4.757
NAmerica,PWRBIOUSASW01,1,2024.0,4.757
NAmerica,PWRBIOUSASW01,1,2025.0,4.757
NAmerica,PWRBIOUSASW01,1,2026.0,4.757
NAmerica,PWRBIOUSASW01,1,2027.0,4.757
NAmerica,PWRBIOUSASW01,1,2028.0,4.757
NAmerica,PWRBIOUSASW01,1,2029.0,4.757
NAmerica,PWRBIOUSASW01,1,2030.0,4.757
NAmerica,PWRBIOUSASW01,1,2031.0,4.757
NAmerica,PWRBIOUSASW01,1,2032.0,4.757
NAmerica,PWRBIOUSASW01,1,2033.0,4.757
NAmerica,PWRBIOUSASW01,1,2034.0,4.757
NAmerica,PWRBIOUSASW01,1,2035.0,4.757
NAmerica,PWRBIOUSASW01,1,2036.0,4.757
NAmerica,PWRBIOUSASW01,1,2037.0,4.757
NAmerica,PWRBIOUSASW01,1,2038.0,4.757
NAmerica,PWRBIOUSASW01,1,2039.0,4.757
NAmerica,PWRBIOUSASW01,1,2040.0,4.757
NAmerica,PWRBIOUSASW01,1,2041.0,4.757
NAmerica,PWRBIOUSASW01,1,2042.0,4.757
NAmerica,PWRBIOUSASW01,1,2043.0,4.757
NAmerica,PWRBIOUSASW01,1,2044.0,4.757
NAmerica,PWRBIOUSASW01,1,2045.0,4.757
NAmerica,PWRBIOUSASW01,1,2046.0,4.757
NAmerica,PWRBIOUSASW01,1,2047.0,4.757
NAmerica,PWRBIOUSASW01,1,2048.0,4.757
NAmerica,PWRBIOUSASW01,1,2049.0,4.757
NAmerica,PWRBIOUSASW01,1,2050.0,4.757
NAmerica,PWRBIOUSACE01,1,2019.0,4.426
NAmerica,PWRBIOUSACE01,1,2020.0,4.426
NAmerica,PWRBIOUSACE01,1,2021.0,4.426
NAmerica,PWRBIOUSACE01,1,2022.0,4.426
NAmerica,PWRBIOUSACE01,1,2023.0,4.426
NAmerica,PWRBIOUSACE01,1,2024.0,4.426
NAmerica,PWRBIOUSACE01,1,2025.0,4.426
NAmerica,PWRBIOUSACE01,1,2026.0,4.426
NAmerica,PWRBIOUSACE01,1,2027.0,4.426
NAmerica,PWRBIOUSACE01,1,2028.0,4.426
NAmerica,PWRBIOUSACE01,1,2029.0,4.426
NAmerica,PWRBIOUSACE01,1,2030.0,4.426
NAmerica,PWRBIOUSACE01,1,2031.0,4.426
NAmerica,PWRBIOUSACE01,1,2032.0,4.426
NAmerica,PWRBIOUSACE01,1,2033.0,4.426
NAmerica,PWRBIOUSACE01,1,2034.0,4.426
NAmerica,PWRBIOUSACE01,1,2035.0,4.426
NAmerica,PWRBIOUSACE01,1,2036.0,4.426
NAmerica,PWRBIOUSACE01,1,2037.0,4.426
NAmerica,PWRBIOUSACE01,1,2038.0,4.426
NAmerica,PWRBIOUSACE01,1,2039.0,4.426
NAmerica,PWRBIOUSACE01,1,2040.0,4.426
NAmerica,PWRBIOUSACE01,1,2041.0,4.426
NAmerica,PWRBIOUSACE01,1,2042.0,4.426
NAmerica,PWRBIOUSACE01,1,2043.0,4.426
NAmerica,PWRBIOUSACE01,1,2044.0,4.426
NAmerica,PWRBIOUSACE01,1,2045.0,4.426
NAmerica,PWRBIOUSACE01,1,2046.0,4.426
NAmerica,PWRBIOUSACE01,1,2047.0,4.426
NAmerica,PWRBIOUSACE01,1,2048.0,4.426
NAmerica,PWRBIOUSACE01,1,2049.0,4.426
NAmerica,PWRBIOUSACE01,1,2050.0,4.426
NAmerica,PWRBIOUSATX01,1,2019.0,4.193
NAmerica,PWRBIOUSATX01,1,2020.0,4.193
NAmerica,PWRBIOUSATX01,1,2021.0,4.193
NAmerica,PWRBIOUSATX01,1,2022.0,4.193
NAmerica,PWRBIOUSATX01,1,2023.0,4.193
NAmerica,PWRBIOUSATX01,1,2024.0,4.193
NAmerica,PWRBIOUSATX01,1,2025.0,4.193
NAmerica,PWRBIOUSATX01,1,2026.0,4.193
NAmerica,PWRBIOUSATX01,1,2027.0,4.193
NAmerica,PWRBIOUSATX01,1,2028.0,4.193
NAmerica,PWRBIOUSATX01,1,2029.0,4.193
NAmerica,PWRBIOUSATX01,1,2030.0,4.193
NAmerica,PWRBIOUSATX01,1,2031.0,4.193
NAmerica,PWRBIOUSATX01,1,2032.0,4.193
NAmerica,PWRBIOUSATX01,1,2033.0,4.193
NAmerica,PWRBIOUSATX01,1,2034.0,4.193
NAmerica,PWRBIOUSATX01,1,2035.0,4.193
NAmerica,PWRBIOUSATX01,1,2036.0,4.193
NAmerica,PWRBIOUSATX01,1,2037.0,4.193
NAmerica,PWRBIOUSATX01,1,2038.0,4.193
NAmerica,PWRBIOUSATX01,1,2039.0,4.193
NAmerica,PWRBIOUSATX01,1,2040.0,4.193
NAmerica,PWRBIOUSATX01,1,2041.0,4.193
NAmerica,PWRBIOUSATX01,1,2042.0,4.193
NAmerica,PWRBIOUSATX01,1,2043.0,4.193
NAmerica,PWRBIOUSATX01,1,2044.0,4.193
NAmerica,PWRBIOUSATX01,1,2045.0,4.193
NAmerica,PWRBIOUSATX01,1,2046.0,4.193
NAmerica,PWRBIOUSATX01,1,2047.0,4.193
NAmerica,PWRBIOUSATX01,1,2048.0,4.193
NAmerica,PWRBIOUSATX01,1,2049.0,4.193
NAmerica,PWRBIOUSATX01,1,2050.0,4.193
NAmerica,PWRBIOUSAMW01,1,2019.0,4.882
NAmerica,PWRBIOUSAMW01,1,2020.0,4.882
NAmerica,PWRBIOUSAMW01,1,2021.0,4.882
NAmerica,PWRBIOUSAMW01,1,2022.0,4.882
NAmerica,PWRBIOUSAMW01,1,2023.0,4.882
NAmerica,PWRBIOUSAMW01,1,2024.0,4.882
NAmerica,PWRBIOUSAMW01,1,2025.0,4.882
NAmerica,PWRBIOUSAMW01,1,2026.0,4.882
NAmerica,PWRBIOUSAMW01,1,2027.0,4.882
NAmerica,PWRBIOUSAMW01,1,2028.0,4.882
NAmerica,PWRBIOUSAMW01,1,2029.0,4.882
NAmerica,PWRBIOUSAMW01,1,2030.0,4.882
NAmerica,PWRBIOUSAMW01,1,2031.0,4.882
NAmerica,PWRBIOUSAMW01,1,2032.0,4.882
NAmerica,PWRBIOUSAMW01,1,2033.0,4.882
NAmerica,PWRBIOUSAMW01,1,2034.0,4.882
NAmerica,PWRBIOUSAMW01,1,2035.0,4.882
NAmerica,PWRBIOUSAMW01,1,2036.0,4.882
NAmerica,PWRBIOUSAMW01,1,2037.0,4.882
NAmerica,PWRBIOUSAMW01,1,2038.0,4.882
NAmerica,PWRBIOUSAMW01,1,2039.0,4.882
NAmerica,PWRBIOUSAMW01,1,2040.0,4.882
NAmerica,PWRBIOUSAMW01,1,2041.0,4.882
NAmerica,PWRBIOUSAMW01,1,2042.0,4.882
NAmerica,PWRBIOUSAMW01,1,2043.0,4.882
NAmerica,PWRBIOUSAMW01,1,2044.0,4.882
NAmerica,PWRBIOUSAMW01,1,2045.0,4.882
NAmerica,PWRBIOUSAMW01,1,2046.0,4.882
NAmerica,PWRBIOUSAMW01,1,2047.0,4.882
NAmerica,PWRBIOUSAMW01,1,2048.0,4.882
NAmerica,PWRBIOUSAMW01,1,2049.0,4.882
NAmerica,PWRBIOUSAMW01,1,2050.0,4.882
NAmerica,PWRBIOUSAAL01,1,2019.0,4.351
NAmerica,PWRBIOUSAAL01,1,2020.0,4.351
NAmerica,PWRBIOUSAAL01,1,2021.0,4.351
NAmerica,PWRBIOUSAAL01,1,2022.0,4.351
NAmerica,PWRBIOUSAAL01,1,2023.0,4.351
NAmerica,PWRBIOUSAAL01,1,2024.0,4.351
NAmerica,PWRBIOUSAAL01,1,2025.0,4.351
NAmerica,PWRBIOUSAAL01,1,2026.0,4.351
NAmerica,PWRBIOUSAAL01,1,2027.0,4.351
NAmerica,PWRBIOUSAAL01,1,2028.0,4.351
NAmerica,PWRBIOUSAAL01,1,2029.0,4.351
NAmerica,PWRBIOUSAAL01,1,2030.0,4.351
NAmerica,PWRBIOUSAAL01,1,2031.0,4.351
NAmerica,PWRBIOUSAAL01,1,2032.0,4.351
NAmerica,PWRBIOUSAAL01,1,2033.0,4.351
NAmerica,PWRBIOUSAAL01,1,2034.0,4.351
NAmerica,PWRBIOUSAAL01,1,2035.0,4.351
NAmerica,PWRBIOUSAAL01,1,2036.0,4.351
NAmerica,PWRBIOUSAAL01,1,2037.0,4.351
NAmerica,PWRBIOUSAAL01,1,2038.0,4.351
NAmerica,PWRBIOUSAAL01,1,2039.0,4.351
NAmerica,PWRBIOUSAAL01,1,2040.0,4.351
NAmerica,PWRBIOUSAAL01,1,2041.0,4.351
NAmerica,PWRBIOUSAAL01,1,2042.0,4.351
NAmerica,PWRBIOUSAAL01,1,2043.0,4.351
NAmerica,PWRBIOUSAAL01,1,2044.0,4.351
NAmerica,PWRBIOUSAAL01,1,2045.0,4.351
NAmerica,PWRBIOUSAAL01,1,2046.0,4.351
NAmerica,PWRBIOUSAAL01,1,2047.0,4.351
NAmerica,PWRBIOUSAAL01,1,2048.0,4.351
NAmerica,PWRBIOUSAAL01,1,2049.0,4.351
NAmerica,PWRBIOUSAAL01,1,2050.0,4.351
NAmerica,PWRBIOUSAMA01,1,2019.0,5.104
NAmerica,PWRBIOUSAMA01,1,2020.0,5.104
NAmerica,PWRBIOUSAMA01,1,2021.0,5.104
NAmerica,PWRBIOUSAMA01,1,2022.0,5.104
NAmerica,PWRBIOUSAMA01,1,2023.0,5.104
NAmerica,PWRBIOUSAMA01,1,2024.0,5.104
NAmerica,PWRBIOUSAMA01,1,2025.0,5.104
NAmerica,PWRBIOUSAMA01,1,2026.0,5.104
NAmerica,PWRBIOUSAMA01,1,2027.0,5.104
NAmerica,PWRBIOUSAMA01,1,2028.0,5.104
NAmerica,PWRBIOUSAMA01,1,2029.0,5.104
NAmerica,PWRBIOUSAMA01,1,2030.0,5.104
NAmerica,PWRBIOUSAMA01,1,2031.0,5.104
NAmerica,PWRBIOUSAMA01,1,2032.0,5.104
NAmerica,PWRBIOUSAMA01,1,2033.0,5.104
NAmerica,PWRBIOUSAMA01,1,2034.0,5.104
NAmerica,PWRBIOUSAMA01,1,2035.0,5.104
NAmerica,PWRBIOUSAMA01,1,2036.0,5.104
NAmerica,PWRBIOUSAMA01,1,2037.0,5.104
NAmerica,PWRBIOUSAMA01,1,2038.0,5.104
NAmerica,PWRBIOUSAMA01,1,2039.0,5.104
NAmerica,PWRBIOUSAMA01,1,2040.0,5.104
NAmerica,PWRBIOUSAMA01,1,2041.0,5.104
NAmerica,PWRBIOUSAMA01,1,2042.0,5.104
NAmerica,PWRBIOUSAMA01,1,2043.0,5.104
NAmerica,PWRBIOUSAMA01,1,2044.0,5.104
NAmerica,PWRBIOUSAMA01,1,2045.0,5.104
NAmerica,PWRBIOUSAMA01,1,2046.0,5.104
NAmerica,PWRBIOUSAMA01,1,2047.0,5.104
NAmerica,PWRBIOUSAMA01,1,2048.0,5.104
NAmerica,PWRBIOUSAMA01,1,2049.0,5.104
NAmerica,PWRBIOUSAMA01,1,2050.0,5.104
NAmerica,PWRBIOUSASE01,1,2019.0,4.348
NAmerica,PWRBIOUSASE01,1,2020.0,4.348
NAmerica,PWRBIOUSASE01,1,2021.0,4.348
NAmerica,PWRBIOUSASE01,1,2022.0,4.348
NAmerica,PWRBIOUSASE01,1,2023.0,4.348
NAmerica,PWRBIOUSASE01,1,2024.0,4.348
NAmerica,PWRBIOUSASE01,1,2025.0,4.348
NAmerica,PWRBIOUSASE01,1,2026.0,4.348
NAmerica,PWRBIOUSASE01,1,2027.0,4.348
NAmerica,PWRBIOUSASE01,1,2028.0,4.348
NAmerica,PWRBIOUSASE01,1,2029.0,4.348
NAmerica,PWRBIOUSASE01,1,2030.0,4.348
NAmerica,PWRBIOUSASE01,1,2031.0,4.348
NAmerica,PWRBIOUSASE01,1,2032.0,4.348
NAmerica,PWRBIOUSASE01,1,2033.0,4.348
NAmerica,PWRBIOUSASE01,1,2034.0,4.348
NAmerica,PWRBIOUSASE01,1,2035.0,4.348
NAmerica,PWRBIOUSASE01,1,2036.0,4.348
NAmerica,PWRBIOUSASE01,1,2037.0,4.348
NAmerica,PWRBIOUSASE01,1,2038.0,4.348
NAmerica,PWRBIOUSASE01,1,2039.0,4.348
NAmerica,PWRBIOUSASE01,1,2040.0,4.348
NAmerica,PWRBIOUSASE01,1,2041.0,4.348
NAmerica,PWRBIOUSASE01,1,2042.0,4.348
NAmerica,PWRBIOUSASE01,1,2043.0,4.348
NAmerica,PWRBIOUSASE01,1,2044.0,4.348
NAmerica,PWRBIOUSASE01,1,2045.0,4.348
NAmerica,PWRBIOUSASE01,1,2046.0,4.348
NAmerica,PWRBIOUSASE01,1,2047.0,4.348
NAmerica,PWRBIOUSASE01,1,2048.0,4.348
NAmerica,PWRBIOUSASE01,1,2049.0,4.348
NAmerica,PWRBIOUSASE01,1,2050.0,4.348
NAmerica,PWRBIOUSAFL01,1,2019.0,4.306
NAmerica,PWRBIOUSAFL01,1,2020.0,4.306
NAmerica,PWRBIOUSAFL01,1,2021.0,4.306
NAmerica,PWRBIOUSAFL01,1,2022.0,4.306
NAmerica,PWRBIOUSAFL01,1,2023.0,4.306
NAmerica,PWRBIOUSAFL01,1,2024.0,4.306
NAmerica,PWRBIOUSAFL01,1,2025.0,4.306
NAmerica,PWRBIOUSAFL01,1,2026.0,4.306
NAmerica,PWRBIOUSAFL01,1,2027.0,4.306
NAmerica,PWRBIOUSAFL01,1,2028.0,4.306
NAmerica,PWRBIOUSAFL01,1,2029.0,4.306
NAmerica,PWRBIOUSAFL01,1,2030.0,4.306
NAmerica,PWRBIOUSAFL01,1,2031.0,4.306
NAmerica,PWRBIOUSAFL01,1,2032.0,4.306
NAmerica,PWRBIOUSAFL01,1,2033.0,4.306
NAmerica,PWRBIOUSAFL01,1,2034.0,4.306
NAmerica,PWRBIOUSAFL01,1,2035.0,4.306
NAmerica,PWRBIOUSAFL01,1,2036.0,4.306
NAmerica,PWRBIOUSAFL01,1,2037.0,4.306
NAmerica,PWRBIOUSAFL01,1,2038.0,4.306
NAmerica,PWRBIOUSAFL01,1,2039.0,4.306
NAmerica,PWRBIOUSAFL01,1,2040.0,4.306
NAmerica,PWRBIOUSAFL01,1,2041.0,4.306
NAmerica,PWRBIOUSAFL01,1,2042.0,4.306
NAmerica,PWRBIOUSAFL01,1,2043.0,4.306
NAmerica,PWRBIOUSAFL01,1,2044.0,4.306
NAmerica,PWRBIOUSAFL01,1,2045.0,4.306
NAmerica,PWRBIOUSAFL01,1,2046.0,4.306
NAmerica,PWRBIOUSAFL01,1,2047.0,4.306
NAmerica,PWRBIOUSAFL01,1,2048.0,4.306
NAmerica,PWRBIOUSAFL01,1,2049.0,4.306
NAmerica,PWRBIOUSAFL01,1,2050.0,4.306
NAmerica,PWRBIOUSANY01,1,2019.0,6.312
NAmerica,PWRBIOUSANY01,1,2020.0,6.312
NAmerica,PWRBIOUSANY01,1,2021.0,6.312
NAmerica,PWRBIOUSANY01,1,2022.0,6.312
NAmerica,PWRBIOUSANY01,1,2023.0,6.312
NAmerica,PWRBIOUSANY01,1,2024.0,6.312
NAmerica,PWRBIOUSANY01,1,2025.0,6.312
NAmerica,PWRBIOUSANY01,1,2026.0,6.312
NAmerica,PWRBIOUSANY01,1,2027.0,6.312
NAmerica,PWRBIOUSANY01,1,2028.0,6.312
NAmerica,PWRBIOUSANY01,1,2029.0,6.312
NAmerica,PWRBIOUSANY01,1,2030.0,6.312
NAmerica,PWRBIOUSANY01,1,2031.0,6.312
NAmerica,PWRBIOUSANY01,1,2032.0,6.312
NAmerica,PWRBIOUSANY01,1,2033.0,6.312
NAmerica,PWRBIOUSANY01,1,2034.0,6.312
NAmerica,PWRBIOUSANY01,1,2035.0,6.312
NAmerica,PWRBIOUSANY01,1,2036.0,6.312
NAmerica,PWRBIOUSANY01,1,2037.0,6.312
NAmerica,PWRBIOUSANY01,1,2038.0,6.312
NAmerica,PWRBIOUSANY01,1,2039.0,6.312
NAmerica,PWRBIOUSANY01,1,2040.0,6.312
NAmerica,PWRBIOUSANY01,1,2041.0,6.312
NAmerica,PWRBIOUSANY01,1,2042.0,6.312
NAmerica,PWRBIOUSANY01,1,2043.0,6.312
NAmerica,PWRBIOUSANY01,1,2044.0,6.312
NAmerica,PWRBIOUSANY01,1,2045.0,6.312
NAmerica,PWRBIOUSANY01,1,2046.0,6.312
NAmerica,PWRBIOUSANY01,1,2047.0,6.312
NAmerica,PWRBIOUSANY01,1,2048.0,6.312
NAmerica,PWRBIOUSANY01,1,2049.0,6.312
NAmerica,PWRBIOUSANY01,1,2050.0,6.312
NAmerica,PWRBIOUSANE01,1,2019.0,5.35
NAmerica,PWRBIOUSANE01,1,2020.0,5.35
NAmerica,PWRBIOUSANE01,1,2021.0,5.35
NAmerica,PWRBIOUSANE01,1,2022.0,5.35
NAmerica,PWRBIOUSANE01,1,2023.0,5.35
NAmerica,PWRBIOUSANE01,1,2024.0,5.35
NAmerica,PWRBIOUSANE01,1,2025.0,5.35
NAmerica,PWRBIOUSANE01,1,2026.0,5.35
NAmerica,PWRBIOUSANE01,1,2027.0,5.35
NAmerica,PWRBIOUSANE01,1,2028.0,5.35
NAmerica,PWRBIOUSANE01,1,2029.0,5.35
NAmerica,PWRBIOUSANE01,1,2030.0,5.35
NAmerica,PWRBIOUSANE01,1,2031.0,5.35
NAmerica,PWRBIOUSANE01,1,2032.0,5.35
NAmerica,PWRBIOUSANE01,1,2033.0,5.35
NAmerica,PWRBIOUSANE01,1,2034.0,5.35
NAmerica,PWRBIOUSANE01,1,2035.0,5.35
NAmerica,PWRBIOUSANE01,1,2036.0,5.35
NAmerica,PWRBIOUSANE01,1,2037.0,5.35
NAmerica,PWRBIOUSANE01,1,2038.0,5.35
NAmerica,PWRBIOUSANE01,1,2039.0,5.35
NAmerica,PWRBIOUSANE01,1,2040.0,5.35
NAmerica,PWRBIOUSANE01,1,2041.0,5.35
NAmerica,PWRBIOUSANE01,1,2042.0,5.35
NAmerica,PWRBIOUSANE01,1,2043.0,5.35
NAmerica,PWRBIOUSANE01,1,2044.0,5.35
NAmerica,PWRBIOUSANE01,1,2045.0,5.35
NAmerica,PWRBIOUSANE01,1,2046.0,5.35
NAmerica,PWRBIOUSANE01,1,2047.0,5.35
NAmerica,PWRBIOUSANE01,1,2048.0,5.35
NAmerica,PWRBIOUSANE01,1,2049.0,5.35
NAmerica,PWRBIOUSANE01,1,2050.0,5.35
NAmerica,PWRCCGUSANW01,1,2019.0,2.358
NAmerica,PWRCCGUSANW01,2,2019.0,2.358
NAmerica,PWRCCGUSANW01,1,2020.0,2.358
NAmerica,PWRCCGUSANW01,2,2020.0,2.358
NAmerica,PWRCCGUSANW01,1,2021.0,2.358
NAmerica,PWRCCGUSANW01,2,2021.0,2.358
NAmerica,PWRCCGUSANW01,1,2022.0,2.358
NAmerica,PWRCCGUSANW01,2,2022.0,2.358
NAmerica,PWRCCGUSANW01,1,2023.0,2.358
NAmerica,PWRCCGUSANW01,2,2023.0,2.358
NAmerica,PWRCCGUSANW01,1,2024.0,2.358
NAmerica,PWRCCGUSANW01,2,2024.0,2.358
NAmerica,PWRCCGUSANW01,1,2025.0,2.358
NAmerica,PWRCCGUSANW01,2,2025.0,2.358
NAmerica,PWRCCGUSANW01,1,2026.0,2.358
NAmerica,PWRCCGUSANW01,2,2026.0,2.358
NAmerica,PWRCCGUSANW01,1,2027.0,2.358
NAmerica,PWRCCGUSANW01,2,2027.0,2.358
NAmerica,PWRCCGUSANW01,1,2028.0,2.358
NAmerica,PWRCCGUSANW01,2,2028.0,2.358
NAmerica,PWRCCGUSANW01,1,2029.0,2.358
NAmerica,PWRCCGUSANW01,2,2029.0,2.358
NAmerica,PWRCCGUSANW01,1,2030.0,2.358
NAmerica,PWRCCGUSANW01,2,2030.0,2.358
NAmerica,PWRCCGUSANW01,1,2031.0,2.358
NAmerica,PWRCCGUSANW01,2,2031.0,2.358
NAmerica,PWRCCGUSANW01,1,2032.0,2.358
NAmerica,PWRCCGUSANW01,2,2032.0,2.358
NAmerica,PWRCCGUSANW01,1,2033.0,2.358
NAmerica,PWRCCGUSANW01,2,2033.0,2.358
NAmerica,PWRCCGUSANW01,1,2034.0,2.358
NAmerica,PWRCCGUSANW01,2,2034.0,2.358
NAmerica,PWRCCGUSANW01,1,2035.0,2.358
NAmerica,PWRCCGUSANW01,2,2035.0,2.358
NAmerica,PWRCCGUSANW01,1,2036.0,2.358
NAmerica,PWRCCGUSANW01,2,2036.0,2.358
NAmerica,PWRCCGUSANW01,1,2037.0,2.358
NAmerica,PWRCCGUSANW01,2,2037.0,2.358
NAmerica,PWRCCGUSANW01,1,2038.0,2.358
NAmerica,PWRCCGUSANW01,2,2038.0,2.358
NAmerica,PWRCCGUSANW01,1,2039.0,2.358
NAmerica,PWRCCGUSANW01,2,2039.0,2.358
NAmerica,PWRCCGUSANW01,1,2040.0,2.358
NAmerica,PWRCCGUSANW01,2,2040.0,2.358
NAmerica,PWRCCGUSANW01,1,2041.0,2.358
NAmerica,PWRCCGUSANW01,2,2041.0,2.358
NAmerica,PWRCCGUSANW01,1,2042.0,2.358
NAmerica,PWRCCGUSANW01,2,2042.0,2.358
NAmerica,PWRCCGUSANW01,1,2043.0,2.358
NAmerica,PWRCCGUSANW01,2,2043.0,2.358
NAmerica,PWRCCGUSANW01,1,2044.0,2.358
NAmerica,PWRCCGUSANW01,2,2044.0,2.358
NAmerica,PWRCCGUSANW01,1,2045.0,2.358
NAmerica,PWRCCGUSANW01,2,2045.0,2.358
NAmerica,PWRCCGUSANW01,1,2046.0,2.358
NAmerica,PWRCCGUSANW01,2,2046.0,2.358
NAmerica,PWRCCGUSANW01,1,2047.0,2.358
NAmerica,PWRCCGUSANW01,2,2047.0,2.358
